,location_name,cause_name,year,GBD_val
287717,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2006,4819.905583638215
287723,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2007,4603.377998477332
287729,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2008,4401.153526908278
287735,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2009,4199.95841964803
287741,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2010,4005.280154574356
287747,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2011,3849.2649609854298
287753,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2012,3677.0059511760883
287759,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2013,3497.987825815509
287765,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2014,3317.7135256854035
287768,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2015,3165.794421875968
287783,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2016,3012.12929998776
287777,World Bank Lower Middle Income,Respiratory infections and tuberculosis,2017,2844.4260992927148
288965,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1990,3202.129540733274
288971,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1991,3049.9872320550953
288977,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1992,2875.697574320207
288983,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1993,2685.3078709511938
288989,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1994,2506.054250545345
288995,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1995,2343.8857237565885
289001,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1996,2185.4404960650722
289007,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1997,2026.3181846806124
289013,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1998,1869.6363212396216
289019,World Bank Upper Middle Income,Respiratory infections and tuberculosis,1999,1735.6577609123265
289025,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2000,1612.4929739855052
289031,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2001,1481.5301468262576
289037,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2002,1377.196916477956
289043,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2003,1283.0764915948089
289049,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2004,1204.2818127711434
289055,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2005,1133.985027810115
289061,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2006,1053.7565089368766
289067,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2007,986.1701421258473
289073,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2008,939.9065530633447
289079,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2009,893.1539986634116
289085,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2010,848.4456810281638
289091,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2011,800.7843016174487
289097,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2012,764.3854953426123
289103,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2013,730.8473499452044
289109,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2014,710.1429512239866
289112,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2015,685.668418692695
289127,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2016,662.0781453660227
289121,World Bank Upper Middle Income,Respiratory infections and tuberculosis,2017,640.4790203634021
450581,World Bank High Income,Self-harm and interpersonal violence,1990,846.4528991067785
450587,World Bank High Income,Self-harm and interpersonal violence,1991,844.5708832775308
450593,World Bank High Income,Self-harm and interpersonal violence,1992,830.7069223974278
450599,World Bank High Income,Self-harm and interpersonal violence,1993,834.1843698429142
450605,World Bank High Income,Self-harm and interpersonal violence,1994,828.3730394052911
450611,World Bank High Income,Self-harm and interpersonal violence,1995,825.6883025856768
450617,World Bank High Income,Self-harm and interpersonal violence,1996,805.3630837136187
450623,World Bank High Income,Self-harm and interpersonal violence,1997,797.2421854409662
450629,World Bank High Income,Self-harm and interpersonal violence,1998,794.0872664247404
450635,World Bank High Income,Self-harm and interpersonal violence,1999,784.595228484908
450641,World Bank High Income,Self-harm and interpersonal violence,2000,774.2874813724666
450647,World Bank High Income,Self-harm and interpersonal violence,2001,788.7602338168883
450653,World Bank High Income,Self-harm and interpersonal violence,2002,779.3375230295504
450659,World Bank High Income,Self-harm and interpersonal violence,2003,781.0911931566103
450665,World Bank High Income,Self-harm and interpersonal violence,2004,771.7278389659135
450671,World Bank High Income,Self-harm and interpersonal violence,2005,772.3114391577377
450677,World Bank High Income,Self-harm and interpersonal violence,2006,768.9698618450352
450683,World Bank High Income,Self-harm and interpersonal violence,2007,760.8507921519687
450689,World Bank High Income,Self-harm and interpersonal violence,2008,754.8512819291453
450695,World Bank High Income,Self-harm and interpersonal violence,2009,748.2091956663054
450701,World Bank High Income,Self-harm and interpersonal violence,2010,729.6952232681051
450707,World Bank High Income,Self-harm and interpersonal violence,2011,722.1426430701082
450713,World Bank High Income,Self-harm and interpersonal violence,2012,704.0963258292181
450719,World Bank High Income,Self-harm and interpersonal violence,2013,689.0174211072743
450725,World Bank High Income,Self-harm and interpersonal violence,2014,686.5846910066882
450731,World Bank High Income,Self-harm and interpersonal violence,2015,680.6167531039998
450743,World Bank High Income,Self-harm and interpersonal violence,2016,688.5898029067438
450737,World Bank High Income,Self-harm and interpersonal violence,2017,685.756972999103
460997,World Bank Low Income,Self-harm and interpersonal violence,1990,2053.392882465322
461003,World Bank Low Income,Self-harm and interpersonal violence,1991,1383.7800964792646
461009,World Bank Low Income,Self-harm and interpersonal violence,1992,1058.2809492577694
461015,World Bank Low Income,Self-harm and interpersonal violence,1993,1016.0992150606239
461021,World Bank Low Income,Self-harm and interpersonal violence,1994,10318.306380440245
461027,World Bank Low Income,Self-harm and interpersonal violence,1995,1327.1700357683214
461033,World Bank Low Income,Self-harm and interpersonal violence,1996,1795.1524524157505
461039,World Bank Low Income,Self-harm and interpersonal violence,1997,2159.0125666977215
461045,World Bank Low Income,Self-harm and interpersonal violence,1998,1840.094621286846
461051,World Bank Low Income,Self-harm and interpersonal violence,1999,2431.998006259543
461057,World Bank Low Income,Self-harm and interpersonal violence,2000,2103.418075316405
461063,World Bank Low Income,Self-harm and interpersonal violence,2001,1186.4249844189264
461069,World Bank Low Income,Self-harm and interpersonal violence,2002,1286.1758634229782
461075,World Bank Low Income,Self-harm and interpersonal violence,2003,1166.2369449698335
461081,World Bank Low Income,Self-harm and interpersonal violence,2004,1032.3709410141907
461087,World Bank Low Income,Self-harm and interpersonal violence,2005,958.7216011867954
461093,World Bank Low Income,Self-harm and interpersonal violence,2006,844.0931748097117
461099,World Bank Low Income,Self-harm and interpersonal violence,2007,851.8575531992527
461105,World Bank Low Income,Self-harm and interpersonal violence,2008,869.6321521474329
461111,World Bank Low Income,Self-harm and interpersonal violence,2009,958.6348243037943
461117,World Bank Low Income,Self-harm and interpersonal violence,2010,836.5069683220835
461120,World Bank Low Income,Self-harm and interpersonal violence,2011,835.4945873599637
461129,World Bank Low Income,Self-harm and interpersonal violence,2012,863.2045399138292
461135,World Bank Low Income,Self-harm and interpersonal violence,2013,922.9751441411212
461141,World Bank Low Income,Self-harm and interpersonal violence,2014,958.1185880856748
461144,World Bank Low Income,Self-harm and interpersonal violence,2015,936.9799415314724
461159,World Bank Low Income,Self-harm and interpersonal violence,2016,997.3529494890292
461153,World Bank Low Income,Self-harm and interpersonal violence,2017,797.0105598953293
458141,World Bank Lower Middle Income,Self-harm and interpersonal violence,1990,1002.2288284765624
458147,World Bank Lower Middle Income,Self-harm and interpersonal violence,1991,1001.510658321805
458153,World Bank Lower Middle Income,Self-harm and interpersonal violence,1992,1022.881393369682
458159,World Bank Lower Middle Income,Self-harm and interpersonal violence,1993,1071.4276248496492
458165,World Bank Lower Middle Income,Self-harm and interpersonal violence,1994,970.2031057611148
458171,World Bank Lower Middle Income,Self-harm and interpersonal violence,1995,958.2164654273083
458177,World Bank Lower Middle Income,Self-harm and interpersonal violence,1996,945.5652417322424
458183,World Bank Lower Middle Income,Self-harm and interpersonal violence,1997,1006.86970987888
458189,World Bank Lower Middle Income,Self-harm and interpersonal violence,1998,1025.242759888613
458195,World Bank Lower Middle Income,Self-harm and interpersonal violence,1999,1007.3948343468021
458201,World Bank Lower Middle Income,Self-harm and interpersonal violence,2000,993.8345574156822
458207,World Bank Lower Middle Income,Self-harm and interpersonal violence,2001,963.625785014098
458213,World Bank Lower Middle Income,Self-harm and interpersonal violence,2002,930.3586552942774
458219,World Bank Lower Middle Income,Self-harm and interpersonal violence,2003,897.2458791348752
458225,World Bank Lower Middle Income,Self-harm and interpersonal violence,2004,904.1633556458279
458231,World Bank Lower Middle Income,Self-harm and interpersonal violence,2005,864.4643999845018
458237,World Bank Lower Middle Income,Self-harm and interpersonal violence,2006,863.612754692359
458243,World Bank Lower Middle Income,Self-harm and interpersonal violence,2007,844.9410646411526
458249,World Bank Lower Middle Income,Self-harm and interpersonal violence,2008,874.5190394410823
458255,World Bank Lower Middle Income,Self-harm and interpersonal violence,2009,875.0427187833329
458261,World Bank Lower Middle Income,Self-harm and interpersonal violence,2010,854.3822775772618
458267,World Bank Lower Middle Income,Self-harm and interpersonal violence,2011,861.2441572172419
458273,World Bank Lower Middle Income,Self-harm and interpersonal violence,2012,956.6668659094782
458279,World Bank Lower Middle Income,Self-harm and interpersonal violence,2013,907.7301684785176
458285,World Bank Lower Middle Income,Self-harm and interpersonal violence,2014,974.918004751136
458291,World Bank Lower Middle Income,Self-harm and interpersonal violence,2015,885.0287384707701
458303,World Bank Lower Middle Income,Self-harm and interpersonal violence,2016,881.7960866911985
458297,World Bank Lower Middle Income,Self-harm and interpersonal violence,2017,846.445043696595
459485,World Bank Upper Middle Income,Self-harm and interpersonal violence,1990,1321.6401595909047
459491,World Bank Upper Middle Income,Self-harm and interpersonal violence,1991,1414.678092768199
459497,World Bank Upper Middle Income,Self-harm and interpersonal violence,1992,1442.7220829784906
459503,World Bank Upper Middle Income,Self-harm and interpersonal violence,1993,1492.1382309058242
459509,World Bank Upper Middle Income,Self-harm and interpersonal violence,1994,1540.2089847843085
459515,World Bank Upper Middle Income,Self-harm and interpersonal violence,1995,1532.763054499006
459521,World Bank Upper Middle Income,Self-harm and interpersonal violence,1996,1455.444091204148
459527,World Bank Upper Middle Income,Self-harm and interpersonal violence,1997,1390.5943373730704
459533,World Bank Upper Middle Income,Self-harm and interpersonal violence,1998,1344.177179851771
459539,World Bank Upper Middle Income,Self-harm and interpersonal violence,1999,1353.453042980839
459545,World Bank Upper Middle Income,Self-harm and interpersonal violence,2000,1304.3727669491402
459551,World Bank Upper Middle Income,Self-harm and interpersonal violence,2001,1214.5664423427813
459557,World Bank Upper Middle Income,Self-harm and interpersonal violence,2002,1184.5140065229284
459563,World Bank Upper Middle Income,Self-harm and interpersonal violence,2003,1120.9386620724067
459569,World Bank Upper Middle Income,Self-harm and interpersonal violence,2004,1099.366635624221
459575,World Bank Upper Middle Income,Self-harm and interpersonal violence,2005,1068.840823510759
459581,World Bank Upper Middle Income,Self-harm and interpersonal violence,2006,1064.4269418926574
459587,World Bank Upper Middle Income,Self-harm and interpersonal violence,2007,1022.9508880100258
459593,World Bank Upper Middle Income,Self-harm and interpersonal violence,2008,969.5440933416907
459599,World Bank Upper Middle Income,Self-harm and interpersonal violence,2009,946.5375547476348
459605,World Bank Upper Middle Income,Self-harm and interpersonal violence,2010,938.8088335966693
459611,World Bank Upper Middle Income,Self-harm and interpersonal violence,2011,1016.4916046388188
459617,World Bank Upper Middle Income,Self-harm and interpersonal violence,2012,888.4882071314638
459623,World Bank Upper Middle Income,Self-harm and interpersonal violence,2013,889.6925082321635
459629,World Bank Upper Middle Income,Self-harm and interpersonal violence,2014,914.3474815497619
459635,World Bank Upper Middle Income,Self-harm and interpersonal violence,2015,877.9478323332664
459647,World Bank Upper Middle Income,Self-harm and interpersonal violence,2016,880.9826437312653
459641,World Bank Upper Middle Income,Self-harm and interpersonal violence,2017,904.7402458690573
621101,World Bank High Income,Skin and subcutaneous diseases,1990,16.753897666364537
621107,World Bank High Income,Skin and subcutaneous diseases,1991,16.959507780141088
621113,World Bank High Income,Skin and subcutaneous diseases,1992,17.21822329278911
621119,World Bank High Income,Skin and subcutaneous diseases,1993,17.597233447471567
621125,World Bank High Income,Skin and subcutaneous diseases,1994,17.946151062315572
621131,World Bank High Income,Skin and subcutaneous diseases,1995,18.445392871508204
621137,World Bank High Income,Skin and subcutaneous diseases,1996,18.80967852052817
621143,World Bank High Income,Skin and subcutaneous diseases,1997,19.23800909376937
621149,World Bank High Income,Skin and subcutaneous diseases,1998,19.763904536504366
621155,World Bank High Income,Skin and subcutaneous diseases,1999,20.368809795675414
621161,World Bank High Income,Skin and subcutaneous diseases,2000,20.83576864594836
621167,World Bank High Income,Skin and subcutaneous diseases,2001,21.308329525068
621173,World Bank High Income,Skin and subcutaneous diseases,2002,21.865713421083907
621179,World Bank High Income,Skin and subcutaneous diseases,2003,22.311280639935088
621185,World Bank High Income,Skin and subcutaneous diseases,2004,22.548294834840345
621191,World Bank High Income,Skin and subcutaneous diseases,2005,22.939715679792887
621197,World Bank High Income,Skin and subcutaneous diseases,2006,23.220683008087338
621203,World Bank High Income,Skin and subcutaneous diseases,2007,23.562369191867877
621209,World Bank High Income,Skin and subcutaneous diseases,2008,23.97477330881842
621215,World Bank High Income,Skin and subcutaneous diseases,2009,24.325239807824
621221,World Bank High Income,Skin and subcutaneous diseases,2010,24.707149633856147
621227,World Bank High Income,Skin and subcutaneous diseases,2011,25.254683461151128
621233,World Bank High Income,Skin and subcutaneous diseases,2012,25.71129196015916
621239,World Bank High Income,Skin and subcutaneous diseases,2013,26.224574526625272
621245,World Bank High Income,Skin and subcutaneous diseases,2014,26.684993612559925
621251,World Bank High Income,Skin and subcutaneous diseases,2015,27.247300660516373
621263,World Bank High Income,Skin and subcutaneous diseases,2016,27.555884966792195
621257,World Bank High Income,Skin and subcutaneous diseases,2017,27.8902758397853
631517,World Bank Low Income,Skin and subcutaneous diseases,1990,49.508505944857475
631523,World Bank Low Income,Skin and subcutaneous diseases,1991,49.56102612407764
631529,World Bank Low Income,Skin and subcutaneous diseases,1992,49.52711903795296
631535,World Bank Low Income,Skin and subcutaneous diseases,1993,49.464868139408274
631541,World Bank Low Income,Skin and subcutaneous diseases,1994,49.10449707826422
631547,World Bank Low Income,Skin and subcutaneous diseases,1995,48.570007983309495
631553,World Bank Low Income,Skin and subcutaneous diseases,1996,48.153309774446925
631559,World Bank Low Income,Skin and subcutaneous diseases,1997,47.733279054149676
631565,World Bank Low Income,Skin and subcutaneous diseases,1998,47.222346454969724
631571,World Bank Low Income,Skin and subcutaneous diseases,1999,46.352302253752384
631577,World Bank Low Income,Skin and subcutaneous diseases,2000,45.43140951164386
631583,World Bank Low Income,Skin and subcutaneous diseases,2001,44.57289162516487
631589,World Bank Low Income,Skin and subcutaneous diseases,2002,43.706044630877216
631595,World Bank Low Income,Skin and subcutaneous diseases,2003,43.05699171805434
631601,World Bank Low Income,Skin and subcutaneous diseases,2004,42.62796578101058
631607,World Bank Low Income,Skin and subcutaneous diseases,2005,42.309656504368604
631613,World Bank Low Income,Skin and subcutaneous diseases,2006,42.58509586436215
631619,World Bank Low Income,Skin and subcutaneous diseases,2007,42.718943681796176
631625,World Bank Low Income,Skin and subcutaneous diseases,2008,42.894470413508465
631631,World Bank Low Income,Skin and subcutaneous diseases,2009,43.11927504971473
631637,World Bank Low Income,Skin and subcutaneous diseases,2010,43.25173095457338
631643,World Bank Low Income,Skin and subcutaneous diseases,2011,43.54969074881937
631649,World Bank Low Income,Skin and subcutaneous diseases,2012,44.02200440776547
631655,World Bank Low Income,Skin and subcutaneous diseases,2013,44.46360060761959
631661,World Bank Low Income,Skin and subcutaneous diseases,2014,44.891334656125146
631667,World Bank Low Income,Skin and subcutaneous diseases,2015,45.43671633875157
631679,World Bank Low Income,Skin and subcutaneous diseases,2016,45.5703435916887
631673,World Bank Low Income,Skin and subcutaneous diseases,2017,45.51031601207263
628661,World Bank Lower Middle Income,Skin and subcutaneous diseases,1990,38.465465972294844
628667,World Bank Lower Middle Income,Skin and subcutaneous diseases,1991,38.92390863184863
628673,World Bank Lower Middle Income,Skin and subcutaneous diseases,1992,39.22530648051453
628679,World Bank Lower Middle Income,Skin and subcutaneous diseases,1993,39.28396743291079
628685,World Bank Lower Middle Income,Skin and subcutaneous diseases,1994,39.30331907111819
628691,World Bank Lower Middle Income,Skin and subcutaneous diseases,1995,39.436543755604355
628697,World Bank Lower Middle Income,Skin and subcutaneous diseases,1996,39.71823236027277
628703,World Bank Lower Middle Income,Skin and subcutaneous diseases,1997,40.315186035996206
628709,World Bank Lower Middle Income,Skin and subcutaneous diseases,1998,40.58069151600998
628715,World Bank Lower Middle Income,Skin and subcutaneous diseases,1999,40.418737524037645
628721,World Bank Lower Middle Income,Skin and subcutaneous diseases,2000,40.21129108038286
628727,World Bank Lower Middle Income,Skin and subcutaneous diseases,2001,40.087319442152186
628733,World Bank Lower Middle Income,Skin and subcutaneous diseases,2002,39.76716546131547
628739,World Bank Lower Middle Income,Skin and subcutaneous diseases,2003,39.46984803597839
628745,World Bank Lower Middle Income,Skin and subcutaneous diseases,2004,39.60303663567122
628751,World Bank Lower Middle Income,Skin and subcutaneous diseases,2005,40.11636142130421
628757,World Bank Lower Middle Income,Skin and subcutaneous diseases,2006,39.077841691431814
628763,World Bank Lower Middle Income,Skin and subcutaneous diseases,2007,38.38542615032578
628769,World Bank Lower Middle Income,Skin and subcutaneous diseases,2008,38.06580253629129
628775,World Bank Lower Middle Income,Skin and subcutaneous diseases,2009,37.65343208687327
628781,World Bank Lower Middle Income,Skin and subcutaneous diseases,2010,37.30766518652817
628787,World Bank Lower Middle Income,Skin and subcutaneous diseases,2011,37.029187374551945
628793,World Bank Lower Middle Income,Skin and subcutaneous diseases,2012,36.52967600338751
628799,World Bank Lower Middle Income,Skin and subcutaneous diseases,2013,37.3553954717551
628805,World Bank Lower Middle Income,Skin and subcutaneous diseases,2014,38.10336658609293
628811,World Bank Lower Middle Income,Skin and subcutaneous diseases,2015,38.976795170436795
628823,World Bank Lower Middle Income,Skin and subcutaneous diseases,2016,39.71767376340349
628817,World Bank Lower Middle Income,Skin and subcutaneous diseases,2017,39.93884221192996
630005,World Bank Upper Middle Income,Skin and subcutaneous diseases,1990,22.17275580688552
630011,World Bank Upper Middle Income,Skin and subcutaneous diseases,1991,22.575099031420674
630017,World Bank Upper Middle Income,Skin and subcutaneous diseases,1992,22.60402898718755
630023,World Bank Upper Middle Income,Skin and subcutaneous diseases,1993,22.67463381261138
630029,World Bank Upper Middle Income,Skin and subcutaneous diseases,1994,22.724564803001986
630035,World Bank Upper Middle Income,Skin and subcutaneous diseases,1995,22.498920925103718
630041,World Bank Upper Middle Income,Skin and subcutaneous diseases,1996,22.389055476901053
630047,World Bank Upper Middle Income,Skin and subcutaneous diseases,1997,22.234142678567576
630053,World Bank Upper Middle Income,Skin and subcutaneous diseases,1998,21.963468097563467
630059,World Bank Upper Middle Income,Skin and subcutaneous diseases,1999,21.669657843597513
630065,World Bank Upper Middle Income,Skin and subcutaneous diseases,2000,21.334142289017997
630071,World Bank Upper Middle Income,Skin and subcutaneous diseases,2001,20.923396798012746
630077,World Bank Upper Middle Income,Skin and subcutaneous diseases,2002,20.54154394194749
630083,World Bank Upper Middle Income,Skin and subcutaneous diseases,2003,20.10864841470333
630089,World Bank Upper Middle Income,Skin and subcutaneous diseases,2004,19.861363328743685
630095,World Bank Upper Middle Income,Skin and subcutaneous diseases,2005,19.863839009500524
630101,World Bank Upper Middle Income,Skin and subcutaneous diseases,2006,19.88163496145353
630107,World Bank Upper Middle Income,Skin and subcutaneous diseases,2007,19.994298752312666
630113,World Bank Upper Middle Income,Skin and subcutaneous diseases,2008,20.314368433909852
630119,World Bank Upper Middle Income,Skin and subcutaneous diseases,2009,20.68429296673959
630125,World Bank Upper Middle Income,Skin and subcutaneous diseases,2010,21.02925808226721
630131,World Bank Upper Middle Income,Skin and subcutaneous diseases,2011,21.255379416072472
630137,World Bank Upper Middle Income,Skin and subcutaneous diseases,2012,21.710566951438626
630143,World Bank Upper Middle Income,Skin and subcutaneous diseases,2013,22.102523734185876
630149,World Bank Upper Middle Income,Skin and subcutaneous diseases,2014,22.77326453888908
630155,World Bank Upper Middle Income,Skin and subcutaneous diseases,2015,23.235267972098683
630167,World Bank Upper Middle Income,Skin and subcutaneous diseases,2016,23.73416208940272
630161,World Bank Upper Middle Income,Skin and subcutaneous diseases,2017,23.981816608756148
177749,World Bank High Income,Substance use disorders,1990,165.3961659102313
177755,World Bank High Income,Substance use disorders,1991,174.84623175059727
177761,World Bank High Income,Substance use disorders,1992,181.05285306827253
177767,World Bank High Income,Substance use disorders,1993,189.75798422226697
177773,World Bank High Income,Substance use disorders,1994,197.9675480761477
177779,World Bank High Income,Substance use disorders,1995,205.19385903742352
177785,World Bank High Income,Substance use disorders,1996,208.08013472633357
177791,World Bank High Income,Substance use disorders,1997,212.80365803024878
177797,World Bank High Income,Substance use disorders,1998,218.6643407817844
177803,World Bank High Income,Substance use disorders,1999,226.49260507044247
177809,World Bank High Income,Substance use disorders,2000,232.04680796671943
177815,World Bank High Income,Substance use disorders,2001,239.7228556915157
177821,World Bank High Income,Substance use disorders,2002,247.68342974458525
177827,World Bank High Income,Substance use disorders,2003,255.41548467405673
177833,World Bank High Income,Substance use disorders,2004,259.41376626769176
177839,World Bank High Income,Substance use disorders,2005,269.6890301776172
177845,World Bank High Income,Substance use disorders,2006,277.11819619642415
177851,World Bank High Income,Substance use disorders,2007,283.2730199163166
177857,World Bank High Income,Substance use disorders,2008,290.0464702426857
177863,World Bank High Income,Substance use disorders,2009,297.49242966052293
177869,World Bank High Income,Substance use disorders,2010,303.9606609229058
177875,World Bank High Income,Substance use disorders,2011,315.2789476010092
177881,World Bank High Income,Substance use disorders,2012,326.05039392498475
177887,World Bank High Income,Substance use disorders,2013,342.01596267998895
177893,World Bank High Income,Substance use disorders,2014,362.0303145165964
177896,World Bank High Income,Substance use disorders,2015,391.8077590559543
177911,World Bank High Income,Substance use disorders,2016,425.0747342333248
177905,World Bank High Income,Substance use disorders,2017,435.3160592721009
188165,World Bank Low Income,Substance use disorders,1990,57.6976098207152
188171,World Bank Low Income,Substance use disorders,1991,58.416827707870404
188177,World Bank Low Income,Substance use disorders,1992,59.159988329212204
188183,World Bank Low Income,Substance use disorders,1993,59.80963112799342
188189,World Bank Low Income,Substance use disorders,1994,60.336368393268145
188195,World Bank Low Income,Substance use disorders,1995,61.274453003360826
188201,World Bank Low Income,Substance use disorders,1996,61.924981260207005
188207,World Bank Low Income,Substance use disorders,1997,61.81534725441249
188213,World Bank Low Income,Substance use disorders,1998,61.931816907208436
188219,World Bank Low Income,Substance use disorders,1999,60.896838336566354
188225,World Bank Low Income,Substance use disorders,2000,59.55676719400443
188231,World Bank Low Income,Substance use disorders,2001,58.255228378905755
188237,World Bank Low Income,Substance use disorders,2002,57.29009541259057
188243,World Bank Low Income,Substance use disorders,2003,56.81743341901018
188249,World Bank Low Income,Substance use disorders,2004,56.28955404949222
188255,World Bank Low Income,Substance use disorders,2005,55.86332062556282
188261,World Bank Low Income,Substance use disorders,2006,55.92386002204792
188267,World Bank Low Income,Substance use disorders,2007,55.94441054625352
188273,World Bank Low Income,Substance use disorders,2008,56.178427554937684
188279,World Bank Low Income,Substance use disorders,2009,56.32224534104093
188285,World Bank Low Income,Substance use disorders,2010,56.84238133668986
188291,World Bank Low Income,Substance use disorders,2011,57.22503539560481
188297,World Bank Low Income,Substance use disorders,2012,57.85976430711708
188303,World Bank Low Income,Substance use disorders,2013,58.43315034339807
188309,World Bank Low Income,Substance use disorders,2014,59.080104778736384
188315,World Bank Low Income,Substance use disorders,2015,59.90689668003036
188327,World Bank Low Income,Substance use disorders,2016,60.67882130360089
188321,World Bank Low Income,Substance use disorders,2017,61.307688632966965
185309,World Bank Lower Middle Income,Substance use disorders,1990,87.80834985528959
185315,World Bank Lower Middle Income,Substance use disorders,1991,91.34461047446042
185321,World Bank Lower Middle Income,Substance use disorders,1992,95.0894374701278
185327,World Bank Lower Middle Income,Substance use disorders,1993,96.9862268776941
185333,World Bank Lower Middle Income,Substance use disorders,1994,100.58062110859457
185339,World Bank Lower Middle Income,Substance use disorders,1995,103.97451641963737
185345,World Bank Lower Middle Income,Substance use disorders,1996,103.28748806702022
185351,World Bank Lower Middle Income,Substance use disorders,1997,102.44180217651049
185357,World Bank Lower Middle Income,Substance use disorders,1998,100.44420914767801
185363,World Bank Lower Middle Income,Substance use disorders,1999,100.8170147337068
185369,World Bank Lower Middle Income,Substance use disorders,2000,101.92185706037036
185375,World Bank Lower Middle Income,Substance use disorders,2001,100.7252535770442
185381,World Bank Lower Middle Income,Substance use disorders,2002,100.5639624829469
185387,World Bank Lower Middle Income,Substance use disorders,2003,100.15960953017056
185393,World Bank Lower Middle Income,Substance use disorders,2004,100.46712283080493
185399,World Bank Lower Middle Income,Substance use disorders,2005,102.63972430927707
185405,World Bank Lower Middle Income,Substance use disorders,2006,101.01038993260781
185411,World Bank Lower Middle Income,Substance use disorders,2007,102.10943452101016
185417,World Bank Lower Middle Income,Substance use disorders,2008,102.22488662759052
185423,World Bank Lower Middle Income,Substance use disorders,2009,98.48269471686213
185429,World Bank Lower Middle Income,Substance use disorders,2010,96.77542564436123
185435,World Bank Lower Middle Income,Substance use disorders,2011,95.70963933507409
185441,World Bank Lower Middle Income,Substance use disorders,2012,94.68229628220213
185447,World Bank Lower Middle Income,Substance use disorders,2013,95.51293890420575
185453,World Bank Lower Middle Income,Substance use disorders,2014,96.08480941132365
185459,World Bank Lower Middle Income,Substance use disorders,2015,101.21263975705268
185471,World Bank Lower Middle Income,Substance use disorders,2016,103.58733336258791
185465,World Bank Lower Middle Income,Substance use disorders,2017,104.52649471363695
186653,World Bank Upper Middle Income,Substance use disorders,1990,195.52479062895847
186659,World Bank Upper Middle Income,Substance use disorders,1991,207.93346147784078
186665,World Bank Upper Middle Income,Substance use disorders,1992,233.9166176937726
186671,World Bank Upper Middle Income,Substance use disorders,1993,268.29950706026904
186677,World Bank Upper Middle Income,Substance use disorders,1994,291.5413720797811
186683,World Bank Upper Middle Income,Substance use disorders,1995,289.3699021904588
186689,World Bank Upper Middle Income,Substance use disorders,1996,276.1121895064556
186695,World Bank Upper Middle Income,Substance use disorders,1997,260.59763889283096
186701,World Bank Upper Middle Income,Substance use disorders,1998,255.81974246885414
186707,World Bank Upper Middle Income,Substance use disorders,1999,259.97810519605275
186713,World Bank Upper Middle Income,Substance use disorders,2000,263.64787741508854
186719,World Bank Upper Middle Income,Substance use disorders,2001,254.39055664220473
186725,World Bank Upper Middle Income,Substance use disorders,2002,249.965942680396
186731,World Bank Upper Middle Income,Substance use disorders,2003,245.24184142842125
186737,World Bank Upper Middle Income,Substance use disorders,2004,242.48314033724853
186743,World Bank Upper Middle Income,Substance use disorders,2005,247.22062500886585
186749,World Bank Upper Middle Income,Substance use disorders,2006,229.05788795743752
186755,World Bank Upper Middle Income,Substance use disorders,2007,214.4019926640529
186761,World Bank Upper Middle Income,Substance use disorders,2008,209.45269595750113
186767,World Bank Upper Middle Income,Substance use disorders,2009,198.38713749530442
186773,World Bank Upper Middle Income,Substance use disorders,2010,195.2376680993942
186779,World Bank Upper Middle Income,Substance use disorders,2011,184.09373569684212
186785,World Bank Upper Middle Income,Substance use disorders,2012,178.96821488130757
186791,World Bank Upper Middle Income,Substance use disorders,2013,176.98820063876298
186797,World Bank Upper Middle Income,Substance use disorders,2014,178.33177828709862
